id,lang,icon,color,title,description,description_long
password-generator,he,🔐,#7c6af7,מחולל סיסמאות,צרו סיסמאות חזקות ואקראיות עם שליטה על אורך וסוגי תווים.,"<p>שימוש בסיסמאות חלשות או חוזרות הוא אחת הסיבות הנפוצות ביותר לפריצת חשבונות. סיסמה חזקה צריכה להיות ארוכה (לפחות 16 תווים), אקראית ולכלול שילוב של אותיות גדולות וקטנות, מספרים וסמלים. מחולל זה יוצר סיסמאות מאובטחות קריפטוגרפית לחלוטין בדפדפן — שום נתון לא עוזב את המכשיר.</p>
<p>הגדירו את האורך באמצעות המחוון (6 עד 64 תווים), בחרו אילו סוגי תווים לכלול ולחצו צור. מד החוזק מראה כמה מאובטחת הסיסמה. לחצו העתק כדי לשמור בלוח. כל סיסמה ייחודית — צרו כמה שצריך.</p>"
password-generator,pt,🔐,#7c6af7,Password Generator,Generate strong random passwords with full control over length and character types.,null
password-generator,ru,🔐,#7c6af7,Генератор паролей,Создавайте надёжные случайные пароли с полным контролем длины и типов символов.,"<p>Использование слабых или повторяющихся паролей — одна из наиболее распространённых причин взлома аккаунтов. Надёжный пароль должен быть длинным (не менее 16 символов), случайным и включать строчные и прописные буквы, цифры и специальные символы. Генератор создаёт криптографически стойкие пароли полностью в браузере — данные никуда не отправляются.</p>
<p>Задайте длину ползунком (от 6 до 64 символов), выберите типы символов и нажмите «Сгенерировать». Полоса надёжности показывает, насколько безопасен пароль. Нажмите «Копировать» для сохранения в буфер обмена. Каждый пароль уникален — создавайте столько, сколько нужно.</p>"
password-generator,ua,🔐,#7c6af7,Генератор паролів,Генеруйте надійні випадкові паролі з повним контролем довжини та типів символів.,"<p>Використання слабких або повторних паролів — одна з найчастіших причин зламу акаунтів. Надійний пароль має бути довгим (мінімум 16 символів), випадковим та містити великі й малі літери, цифри та спецсимволи. Генератор створює криптографічно стійкі паролі повністю в браузері — дані нікуди не надсилаються.</p>
<p>Задайте довжину повзунком (6–64 символи), оберіть типи символів і натисніть «Згенерувати». Смужка надійності показує безпечність пароля. Натисніть «Копіювати» для збереження. Кожен пароль унікальний.</p>"
regex-tester,de,⚡,#7c6af7,Regex Tester,Test regular expressions with live match highlighting and a full match list.,"<p>Reguläre Ausdrücke (Regex) sind leistungsstarke Muster für die Suche, Validierung und Manipulation von Text in der Programmierung. Das Testen von Regex-Mustern in Isolation ist schwierig — dieser Live-Tester hebt Übereinstimmungen in Echtzeit hervor und zeigt Capture-Gruppen an, damit Sie Muster für E-Mail-Validierung, URL-Extraktion, Log-Parsing oder jede andere Textverarbeitungsaufgabe entwickeln und debuggen können.</p>
<p>Geben Sie Ihr Muster in das Regex-Feld und Testtext in den Textbereich ein. Übereinstimmungen werden sofort lila hervorgehoben. Schalten Sie Flags — g (global), i (Groß-/Kleinschreibung ignorieren), m (mehrzeilig), s (dotAll) — über die Schaltflächen um. Die Trefferliste zeigt jede Übereinstimmung einzeln mit Index und Capture-Gruppenwerten.</p>"
regex-tester,en,⚡,#7c6af7,Regex Tester,Test regular expressions with live match highlighting and a full match list.,"<p>Regular expressions (regex) are powerful patterns used to search, validate, and manipulate text in programming. Testing regex patterns in isolation is tricky — this live tester highlights matches in real time and shows capture groups, so you can build and debug patterns for email validation, URL extraction, log parsing, or any text processing task.</p>
<p>Enter your pattern in the regex field and test text in the textarea. Matches highlight in purple instantly. Toggle flags — g (global), i (ignore case), m (multiline), s (dotAll) — using the buttons or by editing the flags field. The match list below shows each match individually with its index and capture group values.</p>"
regex-tester,es,⚡,#7c6af7,Probador de Regex,Prueba expresiones regulares con resaltado de coincidencias en tiempo real.,"<p>Las expresiones regulares (regex) son patrones poderosos utilizados para buscar, validar y manipular texto en programación. Probar patrones regex de forma aislada es complicado — este probador en vivo resalta las coincidencias en tiempo real y muestra los grupos de captura, para que puedas construir y depurar patrones para validación de email, extracción de URL, análisis de logs o cualquier tarea de procesamiento de texto.</p>
<p>Introduce tu patrón en el campo regex y el texto de prueba en el área de texto. Las coincidencias se resaltan en morado al instante. Activa los indicadores — g (global), i (ignorar mayúsculas), m (multilínea), s (dotAll) — usando los botones. La lista de coincidencias muestra cada una individualmente con su índice y valores de grupos de captura.</p>"
regex-tester,fr,⚡,#7c6af7,Regex Tester,Test regular expressions with live match highlighting and a full match list.,"<p>Les expressions régulières (regex) sont des modèles puissants utilisés pour rechercher, valider et manipuler du texte en programmation. Tester des modèles regex isolément est délicat — ce testeur en direct surligne les correspondances en temps réel et affiche les groupes de capture, vous permettant de créer et déboguer des modèles pour la validation d'emails, l'extraction d'URLs, l'analyse de logs ou toute tâche de traitement de texte.</p>
<p>Saisissez votre modèle dans le champ regex et le texte de test dans la zone de texte. Les correspondances sont surlignées en violet instantanément. Basculez les indicateurs — g (global), i (ignorer la casse), m (multilignes), s (dotAll) — via les boutons. La liste des correspondances affiche chaque résultat avec son index et les valeurs des groupes de capture.</p>"
regex-tester,he,⚡,#7c6af7,בודק Regex,בדקו ביטויים רגולריים עם הדגשת התאמות בזמן אמת.,"<p>ביטויים רגולריים (regex) הם תבניות חזקות לחיפוש, אימות ומניפולציה של טקסט בתכנות. בדיקת תבניות regex בבידוד היא מורכבת — בודק חי זה מדגיש התאמות בזמן אמת ומראה קבוצות לכידה, כך שתוכלו לבנות ולנפות תבניות לאימות אימייל, חילוץ URL, ניתוח לוגים או כל משימת עיבוד טקסט.</p>
<p>הזינו את התבנית בשדה ה-regex וטקסט בדיקה באזור הטקסט. התאמות מודגשות בסגול מיד. החליפו דגלים — g (גלובלי), i (התעלם מרישיות), m (רב-שורתי), s (dotAll) — באמצעות הכפתורים. רשימת ההתאמות מציגה כל התאמה בנפרד עם אינדקס וערכי קבוצות לכידה.</p>"
regex-tester,pt,⚡,#7c6af7,Regex Tester,Test regular expressions with live match highlighting and a full match list.,null
regex-tester,ru,⚡,#7c6af7,Тестер Regex,Тестируйте регулярные выражения с подсветкой совпадений в реальном времени.,"<p>Регулярные выражения (regex) — мощные шаблоны для поиска, валидации и обработки текста в программировании. Тестирование регулярных выражений в изоляции непросто — этот инструмент подсвечивает совпадения в реальном времени и отображает группы захвата, упрощая разработку и отладку паттернов для валидации email, извлечения URL, парсинга логов и других задач.</p>
<p>Введите паттерн в поле regex и тестовый текст в текстовую область. Совпадения мгновенно подсвечиваются фиолетовым. Переключайте флаги — g (глобальный), i (игнорировать регистр), m (многострочный), s (dotAll) — кнопками или редактируя поле флагов. Список совпадений показывает каждое отдельно с индексом и значениями групп захвата.</p>"
regex-tester,ua,⚡,#7c6af7,Тестер регулярних виразів,Тестуйте регулярні вирази з живим підсвічуванням збігів та повним списком результатів.,"<p>Регулярні вирази (regex) — потужні шаблони для пошуку, валідації та обробки тексту в програмуванні. Тестування regex в ізоляції складне — цей інструмент підсвічує збіги в реальному часі та показує групи захоплення.</p>
<p>Введіть паттерн у поле regex та тестовий текст. Збіги миттєво підсвічуються фіолетовим. Перемикайте прапори — g (глобальний), i (ігнорувати регістр), m (багаторядковий), s (dotAll). Список збігів показує кожен окремо з індексом та групами захоплення.</p>"
text-diff,de,🔀,#2dd4a0,Text Diff,"Paste two texts and instantly see what was added, removed or changed — line by line.","<p>Ein Text-Diff-Tool vergleicht zwei Versionen eines Textes und zeigt genau, was sich geändert hat — welche Zeilen hinzugefügt, entfernt oder unverändert geblieben sind. Es ist unverzichtbar beim Vergleichen von KI-Ausgaben, beim Überprüfen von Dokumentrevisionen oder beim Erkennen von Änderungen zwischen zwei Textversionen.</p>
<p>Fügen Sie den Originaltext in das linke Feld und die geänderte Version in das rechte ein, dann klicken Sie auf Vergleichen. Hinzugefügte Zeilen werden grün hervorgehoben, entfernte rot, unveränderte normal dargestellt. Aktivieren Sie den Live-Modus, damit Unterschiede beim Tippen automatisch aktualisiert werden.</p>"
text-diff,en,🔀,#2dd4a0,Text Diff,"Paste two texts and instantly see what was added, removed or changed — line by line.","<p>A text diff tool compares two versions of a text and shows exactly what changed — which lines were added, removed, or stayed the same. This is essential when comparing AI-generated outputs, reviewing document revisions, or spotting changes between two versions of any text.</p>
<p>Paste the original text in the left box and the modified version in the right, then click Compare. Added lines highlight in green, removed lines in red, unchanged lines appear normally. Enable Live mode to see differences update as you type.</p>"
text-diff,es,🔀,#2dd4a0,Comparar textos,"Pega dos textos y ve al instante qué fue añadido, eliminado o cambiado — línea por línea.","<p>Una herramienta de diff de texto compara dos versiones de un texto y muestra exactamente qué cambió — qué líneas se añadieron, eliminaron o permanecieron igual. Es esencial para comparar respuestas de IA, revisar revisiones de documentos o detectar cambios entre dos versiones de cualquier texto.</p>
<p>Pega el texto original en el cuadro izquierdo y la versión modificada en el derecho, luego haz clic en Comparar. Las líneas añadidas se resaltan en verde, las eliminadas en rojo y las sin cambios aparecen normalmente. Activa el modo Live para ver las diferencias actualizarse mientras escribes.</p>"
text-diff,fr,🔀,#2dd4a0,Text Diff,"Paste two texts and instantly see what was added, removed or changed — line by line.","<p>Un outil de diff de texte compare deux versions d'un texte et montre exactement ce qui a changé — quelles lignes ont été ajoutées, supprimées ou restées identiques. C'est indispensable pour comparer des sorties d'IA, réviser des documents ou repérer les modifications entre deux versions d'un texte.</p>
<p>Collez le texte original dans le cadre gauche et la version modifiée dans le droit, puis cliquez sur Comparer. Les lignes ajoutées s'affichent en vert, les lignes supprimées en rouge et les lignes inchangées normalement. Activez le mode Live pour voir les différences se mettre à jour en temps réel.</p>"
text-diff,he,🔀,#2dd4a0,השוואת טקסטים,"הדביקו שני טקסטים וראו מיד מה נוסף, הוסר או שונה — שורה אחר שורה.","<p>כלי השוואת טקסטים משווה בין שתי גרסאות של טקסט ומראה בדיוק מה השתנה — אילו שורות נוספו, הוסרו או נשארו זהות. חיוני להשוואת פלטים של AI, סקירת תיקוני מסמכים או זיהוי שינויים בין שתי גרסאות של כל טקסט.</p>
<p>הדביקו את הטקסט המקורי בתיבה השמאלית ואת הגרסה המעודכנת בימנית, ולחצו השווה. שורות שנוספו מודגשות בירוק, שורות שהוסרו באדום, ושורות ללא שינוי מוצגות כרגיל. הפעילו מצב Live כדי לראות הבדלים מתעדכנים תוך כדי הקלדה.</p>"
text-diff,pt,🔀,#2dd4a0,Text Diff,"Paste two texts and instantly see what was added, removed or changed — line by line.",null
text-diff,ru,🔀,#2dd4a0,Сравнение текстов,"Вставьте два текста и мгновенно увидьте добавленное, удалённое или изменённое — построчно.","<p>Инструмент сравнения текстов находит различия между двумя версиями и показывает, что именно изменилось: какие строки добавлены, удалены или остались прежними. Незаменим при сравнении ответов ИИ, проверке правок в документах и анализе изменений между версиями любого текста.</p>
<p>Вставьте исходный текст в левое поле, изменённый — в правое, затем нажмите «Сравнить». Добавленные строки выделяются зелёным, удалённые — красным, неизменённые отображаются обычно. Включите режим «Live» для автоматического обновления при вводе.</p>"
text-diff,ua,🔀,#2dd4a0,Порівняння текстів,"Вставте два тексти та миттєво побачте, що додано, видалено або змінено — рядок за рядком.","<p>Інструмент порівняння текстів знаходить різниці між двома версіями та показує, що саме змінилося: які рядки додано, видалено або залишено без змін. Незамінний при порівнянні відповідей ІІ, перевірці правок у документах та аналізі змін.</p>
<p>Вставте оригінальний текст у ліве поле, змінений — у праве, натисніть «Порівняти». Додані рядки виділяються зеленим, видалені — червоним. Увімкніть режим «Live» для автоматичного оновлення при введенні.</p>"
token-counter,de,🪙,#7c6af7,Token Counter,"Estimate token count for AI prompts — see how much of GPT-4, Claude or Gemini context you use.","<p>Token sind die Grundeinheiten, die KI-Sprachmodelle zur Textverarbeitung verwenden — sie entsprechen weder Wörtern noch Zeichen. Die meisten Modelle berechnen Kosten pro Token und haben ein maximales Kontextfenster, das in Token gemessen wird. Die Kenntnis der Tokenanzahl hilft, Modellgrenzen einzuhalten und API-Kosten abzuschätzen.</p>
<p>Dieses Tool schätzt die Tokenanzahl anhand der Standardnäherung von ~4 Zeichen pro Token, wie sie von OpenAI und Anthropic verwendet wird. Fügen Sie Ihren Prompt ein und sehen Sie sofort, wie viel des Kontextfensters von GPT-4o (128 k), Claude 3.5 Sonnet (200 k) oder Gemini 1.5 Pro (1 M Token) Sie nutzen.</p>"
token-counter,en,🪙,#7c6af7,Token Counter,"Estimate token count for AI prompts — see how much of GPT-4, Claude or Gemini context you use.","<p>Tokens are the basic units AI language models use to process text — not the same as words or characters. Most models charge per token and have a maximum context window measured in tokens. Understanding token counts helps you stay within model limits, estimate API costs, and write more efficient prompts.</p>
<p>This tool estimates token count using the standard approximation of ~4 characters per token, as used by OpenAI and Anthropic. Paste your prompt and instantly see how much of GPT-4o (128 k), Claude 3.5 Sonnet (200 k) or Gemini 1.5 Pro (1 M tokens) context window you are using.</p>"
token-counter,es,🪙,#7c6af7,Contador de tokens,"Estima el número de tokens para prompts de IA — ve cuánto contexto de GPT-4, Claude o Gemini usas.","<p>Los tokens son las unidades básicas que los modelos de lenguaje de IA usan para procesar texto — no son lo mismo que palabras o caracteres. La mayoría de los modelos cobran por token y tienen una ventana de contexto máxima medida en tokens. Conocer el conteo de tokens te ayuda a mantenerte dentro de los límites del modelo y estimar costos de API.</p>
<p>Esta herramienta estima el conteo de tokens usando la aproximación estándar de ~4 caracteres por token, tal como la usan OpenAI y Anthropic. Pega tu prompt y ve al instante cuánto de la ventana de contexto de GPT-4o (128 k), Claude 3.5 Sonnet (200 k) o Gemini 1.5 Pro (1 M) estás usando.</p>"
token-counter,fr,🪙,#7c6af7,Token Counter,"Estimate token count for AI prompts — see how much of GPT-4, Claude or Gemini context you use.","<p>Les tokens sont les unités de base que les modèles de langage IA utilisent pour traiter le texte — ils ne correspondent ni aux mots ni aux caractères. La plupart des modèles facturent par token et disposent d'une fenêtre de contexte maximale mesurée en tokens. Comprendre le nombre de tokens vous aide à rester dans les limites du modèle et à estimer les coûts d'API.</p>
<p>Cet outil estime le nombre de tokens en utilisant l'approximation standard de ~4 caractères par token, telle qu'utilisée par OpenAI et Anthropic. Collez votre prompt et voyez instantanément quelle partie de la fenêtre de contexte de GPT-4o (128 k), Claude 3.5 Sonnet (200 k) ou Gemini 1.5 Pro (1 M tokens) vous utilisez.</p>"
token-counter,he,🪙,#7c6af7,מונה טוקנים,"הערכת מספר טוקנים לפרומפטים של AI — כמה מחלון ההקשר של GPT-4, Claude או Gemini אתם משתמשים.","<p>טוקנים הם היחידות הבסיסיות שמודלי שפה של AI משתמשים בהן לעיבוד טקסט — לא אותו דבר כמו מילים או תווים. רוב המודלים גובים תשלום לפי טוקן ויש להם חלון הקשר מקסימלי הנמדד בטוקנים. הבנת מספר הטוקנים עוזרת לא לחרוג מגבולות המודל ולהעריך עלויות API.</p>
<p>כלי זה מעריך את מספר הטוקנים באמצעות הקירוב הסטנדרטי של ~4 תווים לטוקן, כפי שמשתמשים OpenAI ו-Anthropic. הדביקו את הפרומפט שלכם וראו מיד כמה מחלון ההקשר של GPT-4o (128K), Claude 3.5 Sonnet (200K) או Gemini 1.5 Pro (1M טוקנים) אתם משתמשים.</p>"
token-counter,pt,🪙,#7c6af7,Token Counter,"Estimate token count for AI prompts — see how much of GPT-4, Claude or Gemini context you use.",null
token-counter,ru,🪙,#7c6af7,Счётчик токенов,"Оцените количество токенов для AI-промпта — узнайте, сколько контекста GPT-4, Claude или Gemini вы используете.","<p>Токены — базовые единицы, которые языковые модели ИИ используют для обработки текста. Это не то же самое, что слова или символы. Большинство моделей тарифицируются по токенам и имеют максимальный контекстный лимит. Подсчёт токенов помогает не превышать лимиты, оценивать стоимость API и писать более эффективные промпты.</p>
<p>Инструмент использует стандартное приближение ~4 символа на токен, принятое у OpenAI и Anthropic. Вставьте текст промпта и сразу увидите, какую часть контекстного окна GPT-4o (128 тыс.), Claude 3.5 Sonnet (200 тыс.) или Gemini 1.5 Pro (1 млн токенов) вы занимаете.</p>"
token-counter,ua,🪙,#7c6af7,Лічильник токенів,"Оцініть кількість токенів для ІІ-промптів — скільки контексту GPT-4, Claude або Gemini ви використовуєте.","<p>Токени — базові одиниці, які мовні моделі ІІ використовують для обробки тексту. Це не те саме, що слова чи символи. Більшість моделей тарифікуються за токени та мають максимальне контекстне вікно, виміряне в токенах. Підрахунок токенів допомагає не перевищувати ліміти, оцінювати вартість API та писати ефективніші промпти.</p>
<p>Інструмент оцінює кількість токенів за стандартним наближенням ~4 символи на токен, як у OpenAI та Anthropic. Вставте промпт і миттєво побачте, яку частину контекстного вікна GPT-4o (128 тис.), Claude 3.5 Sonnet (200 тис.) або Gemini 1.5 Pro (1 млн токенів) ви займаєте.</p>"
word-counter,de,📝,#f59e0b,Word Counter,"Count words, characters, sentences and get reading time for any text.","<p>Genaue Wort- und Zeichenzahlen sind für viele Schreibaufgaben wichtig — ob Sie einen Tweet mit einem Limit von 280 Zeichen schreiben, einen Aufsatz mit Anforderungen an die Wortanzahl oder prüfen, ob Ihr Inhalt den SEO-Längenrichtlinien entspricht. Dieses Tool zählt alles sofort beim Tippen oder Einfügen von Text.</p>
<p>Sehen Sie die Gesamtwortzahl, Zeichenanzahl mit und ohne Leerzeichen, Satzanzahl, Absatzanzahl und geschätzte Lesezeit basierend auf einer durchschnittlichen Lesegeschwindigkeit von 200 Wörtern pro Minute. Die gesamte Verarbeitung erfolgt in Ihrem Browser — nichts wird an einen Server gesendet.</p>"
word-counter,en,📝,#f59e0b,Word Counter,"Count words, characters, sentences and get reading time for any text.","<p>Accurate word and character counts matter for many writing tasks — whether you are writing a tweet with a 280-character limit, an essay with a word count requirement, or checking if your content meets SEO length guidelines. This tool counts everything instantly as you type or paste text.</p>
<p>See the total word count, character count with and without spaces, sentence count, paragraph count, and estimated reading time based on an average reading speed of 200 words per minute. All processing happens in your browser — nothing is sent to a server.</p>"
word-counter,es,📝,#f59e0b,Contador de palabras,"Cuenta palabras, caracteres, frases y obtén el tiempo de lectura de cualquier texto.","<p>El conteo preciso de palabras y caracteres importa en muchas tareas de escritura — ya sea escribir un tweet con límite de 280 caracteres, un ensayo con un requisito de conteo de palabras, o verificar si tu contenido cumple con las pautas de longitud de SEO. Esta herramienta cuenta todo al instante mientras escribes o pegas texto.</p>
<p>Ve el recuento total de palabras, recuento de caracteres con y sin espacios, recuento de oraciones, recuento de párrafos y tiempo de lectura estimado basado en una velocidad de lectura promedio de 200 palabras por minuto. Todo el procesamiento ocurre en tu navegador — nada se envía a un servidor.</p>"
word-counter,fr,📝,#f59e0b,Word Counter,"Count words, characters, sentences and get reading time for any text.","<p>Un comptage précis des mots et des caractères est important pour de nombreuses tâches d'écriture — que vous rédigiez un tweet limité à 280 caractères, un essai avec une exigence de nombre de mots, ou que vous vérifiiez si votre contenu respecte les consignes de longueur SEO. Cet outil compte tout instantanément.</p>
<p>Consultez le nombre total de mots, le nombre de caractères avec et sans espaces, le nombre de phrases, le nombre de paragraphes et le temps de lecture estimé basé sur une vitesse de lecture moyenne de 200 mots par minute. Tout le traitement se fait dans votre navigateur.</p>"
word-counter,he,📝,#f59e0b,מונה מילים,"ספרו מילים, תווים, משפטים וזמן קריאה לכל טקסט.","<p>ספירת מילים ותווים מדויקת חשובה למשימות כתיבה רבות — בין אם כותבים ציוץ עם מגבלת 280 תווים, חיבור עם דרישת מילים, או בודקים שהתוכן עומד בהנחיות אורך SEO. כלי זה סופר הכל מיד תוך כדי הקלדה או הדבקת טקסט.</p>
<p>ראו את סך המילים, ספירת תווים עם ובלי רווחים, ספירת משפטים, ספירת פסקאות וזמן קריאה משוער המבוסס על מהירות קריאה ממוצעת של 200 מילים לדקה. כל העיבוד מתבצע בדפדפן שלכם — שום דבר לא נשלח לשרת.</p>"
word-counter,pt,📝,#f59e0b,Word Counter,"Count words, characters, sentences and get reading time for any text.",null
word-counter,ru,📝,#f59e0b,Счётчик слов,"Считайте слова, символы, предложения и получите время чтения для любого текста.","<p>Точный подсчёт слов и символов важен для многих задач: написание твита с лимитом в 280 символов, эссе с требованием по объёму или проверка соответствия текста рекомендациям SEO. Инструмент считает всё мгновенно по мере набора или вставки текста.</p>
<p>Вы увидите общее количество слов, символов (с пробелами и без), предложений, абзацев и расчётное время прочтения исходя из средней скорости чтения 200 слов в минуту. Все вычисления происходят в браузере — данные никуда не отправляются.</p>"
word-counter,ua,📝,#f59e0b,Лічильник слів,"Порахуйте слова, символи, речення та час читання для будь-якого тексту.","<p>Точний підрахунок слів та символів важливий для багатьох завдань: твіт з лімітом 280 символів, есе з вимогою до обсягу або перевірка відповідності тексту рекомендаціям SEO. Інструмент рахує все миттєво при введенні або вставці тексту.</p>
<p>Загальна кількість слів, символів (з пробілами та без), речень, абзаців та розрахунковий час читання (200 слів/хв). Всі обчислення відбуваються в браузері — дані нікуди не надсилаються.</p>"
